CHEMBL2508	CHEMBL3698697	0.121344
CHEMBL4722	CHEMBL1215284	-1.188973
CHEMBL260	CHEMBL3780219	0.184435
CHEMBL1844	CHEMBL4071474	0.464860
CHEMBL1844	CHEMBL2023801	-0.692372
CHEMBL4722	CHEMBL3716391	-0.349520
CHEMBL4282	CHEMBL3699756	-0.156855
CHEMBL3553	CHEMBL3934664	-0.889701
CHEMBL301	CHEMBL260417	1.157005
CHEMBL5407	CHEMBL2048859	-0.037045
CHEMBL301	CHEMBL488548	-1.697774
CHEMBL203	CHEMBL1645476	0.889247
CHEMBL2148	CHEMBL3953229	-0.267985
CHEMBL279	CHEMBL147761	-0.267985
CHEMBL2828	CHEMBL3980426	0.961225
CHEMBL4722	CHEMBL3670434	-0.817723
CHEMBL203	CHEMBL318804	-0.889701
CHEMBL1957	CHEMBL3421970	0.259882
CHEMBL3038477	CHEMBL3960471	0.889247
CHEMBL5407	CHEMBL3651991	1.027028
CHEMBL2276	CHEMBL460815	-0.089504
CHEMBL4282	CHEMBL429576	-0.618060
CHEMBL1862	CHEMBL1173423	0.452194
CHEMBL2147	CHEMBL3687518	2.754393
CHEMBL2147	CHEMBL44541	-0.904851
CHEMBL1991	CHEMBL254556	-0.101576
CHEMBL2095942	CHEMBL140373	-0.660861
CHEMBL1844	CHEMBL451918	1.916502
CHEMBL4816	CHEMBL1258329	-1.712282
CHEMBL2185	CHEMBL3680388	1.440533
CHEMBL4722	CHEMBL3675380	1.510962
CHEMBL2292	CHEMBL3970062	0.155514
CHEMBL1974	CHEMBL3951360	-1.387806
CHEMBL2094128	CHEMBL567647	-0.130204
CHEMBL299	CHEMBL120069	-1.487514
CHEMBL2358	CHEMBL3960211	-0.889701
CHEMBL301	CHEMBL101468	-1.157459
CHEMBL2147	CHEMBL3629382	-1.061480
CHEMBL2185	CHEMBL485186	0.909061
CHEMBL5570	CHEMBL3086178	1.364642
CHEMBL5331	CHEMBL3093646	-0.156855
CHEMBL279	CHEMBL3128222	-1.299657
CHEMBL2148	CHEMBL221038	-1.742615
CHEMBL2971	CHEMBL569957	1.341667
CHEMBL2363049	CHEMBL3219133	0.696738
CHEMBL1936	CHEMBL3644445	-0.270488
CHEMBL258	CHEMBL1271642	-0.877934
CHEMBL2276	CHEMBL1950299	-0.651672
CHEMBL1868	CHEMBL381283	0.383846
CHEMBL3650	CHEMBL3938712	-0.071396
CHEMBL299	CHEMBL3980746	2.566845
CHEMBL2094126	CHEMBL189849	-1.511416
CHEMBL2971	CHEMBL3960523	0.428042
CHEMBL2185	CHEMBL3087773	-1.646600
CHEMBL1824	CHEMBL497697	0.067125
CHEMBL203	CHEMBL3978686	0.067125
CHEMBL203	CHEMBL3753836	-0.104802
CHEMBL1907601	CHEMBL3973664	1.086575
CHEMBL279	CHEMBL3971277	-1.263280
CHEMBL1907601	CHEMBL104408	-0.286832
CHEMBL279	CHEMBL151015	-0.424614
CHEMBL2147	CHEMBL3927624	0.311681
CHEMBL4501	CHEMBL3675381	0.125066
CHEMBL3529	CHEMBL3650729	-0.424614
CHEMBL5407	CHEMBL3940277	0.886169
CHEMBL1824	CHEMBL3913169	-0.000227
CHEMBL279	CHEMBL324153	0.852429
CHEMBL1913	CHEMBL3920239	1.043949
CHEMBL203	CHEMBL3633930	0.477956
CHEMBL1907600	CHEMBL240799	0.090831
CHEMBL3038477	CHEMBL3928418	-0.000227
CHEMBL260	CHEMBL410456	-1.568750
CHEMBL1913	CHEMBL231218	0.917280
CHEMBL1824	CHEMBL231885	-0.698757
CHEMBL258	CHEMBL2333603	-0.616496
CHEMBL203	CHEMBL3806172	-0.325818
CHEMBL5543	CHEMBL3775393	0.137554
CHEMBL2637	CHEMBL3099973	-0.113283
CHEMBL1907600	CHEMBL2103840	0.308232
CHEMBL1913	CHEMBL1277072	0.852429
CHEMBL1913	CHEMBL3967980	0.160284
CHEMBL3142	CHEMBL1242475	0.062553
CHEMBL1907601	CHEMBL76499	0.105786
CHEMBL203	CHEMBL2437457	-0.509264
CHEMBL1936	CHEMBL260848	0.036205
CHEMBL3650	CHEMBL3919730	1.903266
CHEMBL4523	CHEMBL3691923	1.695624
CHEMBL260	CHEMBL1091667	0.530682
CHEMBL2094128	CHEMBL575273	-0.803502
CHEMBL2959	CHEMBL519698	0.707687
CHEMBL2147	CHEMBL3967448	-0.455117
CHEMBL5122	CHEMBL1688860	1.409613
CHEMBL258	CHEMBL1079424	-0.220793
CHEMBL5147	CHEMBL3927849	0.267531
CHEMBL2094128	CHEMBL1095448	1.157005
CHEMBL2147	CHEMBL3912306	-0.218318
CHEMBL4523	CHEMBL3703184	1.778721
CHEMBL3650	CHEMBL49596	-0.991050
CHEMBL3717	CHEMBL2436978	-0.220793
CHEMBL3905	CHEMBL3621496	0.148752
CHEMBL4179	CHEMBL599518	-0.130204
CHEMBL5147	CHEMBL3940489	0.267531
CHEMBL4523	CHEMBL3393722	0.137554
CHEMBL1936	CHEMBL3965755	-0.000227
CHEMBL203	CHEMBL506862	-0.000227
CHEMBL1936	CHEMBL214161	0.143113
CHEMBL3038469	CHEMBL3335169	-1.487514
CHEMBL4247	CHEMBL1642261	1.086575
CHEMBL1907602	CHEMBL3717989	-0.143759
CHEMBL5147	CHEMBL3903022	0.267531
CHEMBL5407	CHEMBL1952144	0.707687
CHEMBL301	CHEMBL3354186	1.157005
CHEMBL203	CHEMBL367792	-0.885818
CHEMBL2971	CHEMBL3912192	0.439929
CHEMBL4179	CHEMBL1681998	-1.124829
CHEMBL203	CHEMBL497863	0.252381
CHEMBL279	CHEMBL3972326	0.567499
CHEMBL2971	CHEMBL3651026	-1.045298
CHEMBL2971	CHEMBL3642299	-1.243086
CHEMBL1844	CHEMBL3673950	-0.000227
CHEMBL2971	CHEMBL3923802	-0.156855
CHEMBL1913	CHEMBL3985051	0.662189
CHEMBL3116	CHEMBL189963	-0.800754
CHEMBL1868	CHEMBL3355065	0.621489
CHEMBL2148	CHEMBL3647967	-1.706171
CHEMBL2041	CHEMBL3687191	1.741903
CHEMBL4501	CHEMBL3670432	-1.314087
CHEMBL4376	CHEMBL4067420	-0.960130
CHEMBL301	CHEMBL79049	0.267531
CHEMBL5407	CHEMBL3393706	2.132678
CHEMBL4282	CHEMBL1258442	-0.064164
CHEMBL1844	CHEMBL522892	1.354334
CHEMBL4142	CHEMBL4074407	1.380985
CHEMBL2276	CHEMBL3099963	0.505560
CHEMBL3038477	CHEMBL3940271	0.889247
CHEMBL2094126	CHEMBL357260	-0.822349
CHEMBL4282	CHEMBL3941307	-0.037045
CHEMBL2095942	CHEMBL189732	-0.926518
