CHEMBL203	CHEMBL1201179	-1.60944
CHEMBL3717	CHEMBL1095873	-1.94591
CHEMBL2971	CHEMBL2062810	-0.239017
CHEMBL2147	CHEMBL2048869	-1.09861
CHEMBL2508	CHEMBL3642011	-2.19722
CHEMBL4070	CHEMBL3699296	1.46968
CHEMBL4937	CHEMBL3981157	-2.66026
CHEMBL4722	CHEMBL3685279	-1.6864
CHEMBL2147	CHEMBL3935691	0.510826
CHEMBL2095227	CHEMBL347086	-1.38629
CHEMBL2185	CHEMBL1801113	-2.56495
CHEMBL2185	CHEMBL3962025	-2.24071
CHEMBL3629	CHEMBL3699250	1.20397
CHEMBL1824	CHEMBL257816	-3.29584
CHEMBL2971	CHEMBL3645062	-2.02815
CHEMBL4523	CHEMBL3687522	-1.99742
CHEMBL279	CHEMBL429743	3.50656
CHEMBL3650	CHEMBL377230	-0.693147
CHEMBL2094128	CHEMBL1094401	-0.693147
CHEMBL279	CHEMBL370545	-2.56495
CHEMBL4523	CHEMBL3950494	-2.20827
CHEMBL2094126	CHEMBL188005	-2.30259
CHEMBL1936	CHEMBL375670	-2.56495
CHEMBL3038477	CHEMBL3903869	-2.30259
CHEMBL2147	CHEMBL3927458	-3.07269
CHEMBL3476	CHEMBL360077	-3.21888
CHEMBL4203	CHEMBL1396483	-2.99573
CHEMBL4142	CHEMBL3942763	-0.71393
CHEMBL4282	CHEMBL3701751	-1.70475
CHEMBL5314	CHEMBL3910520	-3.21888
CHEMBL2959	CHEMBL480554	-2.99573
CHEMBL5407	CHEMBL3965804	-3.25963
CHEMBL4282	CHEMBL3919834	-0.916291
CHEMBL4142	CHEMBL3676336	-3.09104
CHEMBL308	CHEMBL410883	-1.02962
CHEMBL1936	CHEMBL214258	-3.3322
CHEMBL260	CHEMBL4089892	-0.693147
CHEMBL4282	CHEMBL2016891	-1.60944
CHEMBL1907601	CHEMBL3941758	-2.99573
CHEMBL2094138	CHEMBL427118	-3.4012
CHEMBL4722	CHEMBL3915221	2.65926
CHEMBL2637	CHEMBL1682012	-3.21888
CHEMBL4247	CHEMBL4063965	-3.04452
CHEMBL4898	CHEMBL3673480	1.60944
CHEMBL2959	CHEMBL522871	0
CHEMBL4501	CHEMBL3675456	-1.58924
CHEMBL3650	CHEMBL3963323	-0.966984
CHEMBL2094138	CHEMBL337026	-3.2581
CHEMBL2815	CHEMBL3678299	-1.94591
CHEMBL3650	CHEMBL3681282	-1.43508
CHEMBL2147	CHEMBL3660016	-3.13549
CHEMBL2971	CHEMBL3359908	-2.77259
CHEMBL1907601	CHEMBL3973056	0.105361
CHEMBL2148	CHEMBL3665128	4.02072
CHEMBL2828	CHEMBL3921458	-2.33214
CHEMBL2971	CHEMBL3671804	-2.3979
CHEMBL2815	CHEMBL3676064	-1.56862
CHEMBL4523	CHEMBL3691938	-0.0392207
CHEMBL279	CHEMBL4099682	-3.28466
CHEMBL203	CHEMBL3786453	-2.02815
CHEMBL203	CHEMBL3671506	-3.21888
CHEMBL331	CHEMBL512390	1.42712
CHEMBL4895	CHEMBL3326007	-2.70805
CHEMBL4722	CHEMBL3680517	-1.22378
CHEMBL4501	CHEMBL3936879	-0.336472
CHEMBL2695	CHEMBL3689080	-1.28093
CHEMBL4203	CHEMBL1877990	-2.99573
CHEMBL2971	CHEMBL3665150	2.01141
CHEMBL4895	CHEMBL3301622	0
CHEMBL279	CHEMBL91815	-3.4012
CHEMBL4282	CHEMBL3701760	-1.82455
CHEMBL4898	CHEMBL3673436	1.20397
CHEMBL3116	CHEMBL3932396	-1.09861
CHEMBL2041	CHEMBL2105717	-2.77259
