CHEMBL260	CHEMBL2409781	-6.907755
CHEMBL4722	CHEMBL604485	-5.703782
CHEMBL2695	CHEMBL2414545	-6.369901
CHEMBL3038477	CHEMBL3924407	-2.302585
CHEMBL2996	CHEMBL306623	-3.555348
CHEMBL4722	CHEMBL2071201	-1.098612
CHEMBL2148	CHEMBL385937	-2.995732
CHEMBL2147	CHEMBL3973689	-2.197225
CHEMBL5147	CHEMBL1241587	-8.006368
CHEMBL308	CHEMBL1964260	-3.663562
CHEMBL3234	CHEMBL1242294	-2.708050
CHEMBL4523	CHEMBL1910914	-2.302585
CHEMBL2358	CHEMBL3931631	-6.907755
CHEMBL1936	CHEMBL3086175	-4.787492
CHEMBL3629	CHEMBL3681199	-4.094345
CHEMBL279	CHEMBL607707	-8.049108
CHEMBL1824	CHEMBL3930270	-5.438079
CHEMBL203	CHEMBL3905242	-5.459586
CHEMBL1862	CHEMBL381743	-6.907755
CHEMBL3629	CHEMBL2087021	-8.411833
CHEMBL3553	CHEMBL3747305	-7.154615
CHEMBL203	CHEMBL3797606	-5.604330
CHEMBL3529	CHEMBL3939994	-6.907755
CHEMBL203	CHEMBL596957	-4.276666
CHEMBL1936	CHEMBL1823220	-7.792349
CHEMBL299	CHEMBL1996510	0.693147
CHEMBL1824	CHEMBL214419	-5.886104
CHEMBL203	CHEMBL3752337	-6.907755
CHEMBL4040	CHEMBL4089159	-4.110874
CHEMBL279	CHEMBL3892632	-8.703772
CHEMBL203	CHEMBL2325098	-6.565265
CHEMBL2148	CHEMBL3675908	-6.907755
CHEMBL2828	CHEMBL3965423	-3.941582
CHEMBL2599	CHEMBL2336005	-3.226844
CHEMBL3973	CHEMBL3936673	-4.213756
CHEMBL1957	CHEMBL318804	-4.189655
CHEMBL2095942	CHEMBL139653	-2.079442
CHEMBL279	CHEMBL1276981	-2.639057
CHEMBL2828	CHEMBL2312652	-8.411833
CHEMBL2185	CHEMBL1964276	-4.574711
CHEMBL2094126	CHEMBL1270230	-7.901007
CHEMBL2148	CHEMBL3932456	-6.413459
CHEMBL4523	CHEMBL3676261	-4.343805
CHEMBL2959	CHEMBL481362	-8.517193
CHEMBL1936	CHEMBL3673962	-4.605170
CHEMBL4630	CHEMBL517744	-3.401197
CHEMBL1913	CHEMBL1940272	-1.098612
CHEMBL2148	CHEMBL1079594	-0.000000
CHEMBL1913	CHEMBL120077	-1.435085
CHEMBL203	CHEMBL1242198	-6.356108
CHEMBL3920	CHEMBL585113	-3.713572
CHEMBL203	CHEMBL50344	-2.397895
CHEMBL3553	CHEMBL1650951	-8.994048
CHEMBL1907601	CHEMBL180431	-0.000000
CHEMBL1868	CHEMBL379088	-2.944439
CHEMBL2185	CHEMBL510472	-5.393628
CHEMBL4376	CHEMBL4072506	-5.135798
CHEMBL279	CHEMBL3975954	-8.358385
CHEMBL2358	CHEMBL3955237	-6.907755
CHEMBL1913	CHEMBL3358996	-4.605170
CHEMBL279	CHEMBL428534	-3.401197
CHEMBL5147	CHEMBL3893058	-6.907755
CHEMBL4523	CHEMBL3890727	1.820159
CHEMBL1957	CHEMBL517340	-2.079442
CHEMBL1868	CHEMBL2004290	-1.456287
CHEMBL1974	CHEMBL1807789	-2.302585
CHEMBL203	CHEMBL1272325	-3.044522
CHEMBL2842	CHEMBL1822059	-5.433722
CHEMBL3983	CHEMBL2443139	-2.302585
CHEMBL1974	CHEMBL3987184	-6.289716
CHEMBL1981	CHEMBL3608522	-1.648659
CHEMBL2971	CHEMBL3895546	-3.713572
CHEMBL1913	CHEMBL2409775	-2.944439
CHEMBL331	CHEMBL3684979	-5.549076
CHEMBL2971	CHEMBL2208032	-6.113682
CHEMBL4722	CHEMBL3955990	-1.410987
CHEMBL4439	CHEMBL340203	-4.510860
CHEMBL3717	CHEMBL3357442	-3.939638
CHEMBL2094126	CHEMBL190636	-2.995732
CHEMBL2148	CHEMBL3974989	-5.480639
CHEMBL260	CHEMBL480940	-4.997212
CHEMBL4224	CHEMBL1802964	-7.740664
CHEMBL1907601	CHEMBL433590	-7.438384
CHEMBL4070	CHEMBL2087013	-7.377759
CHEMBL2971	CHEMBL3645111	-3.206803
CHEMBL2637	CHEMBL2425655	-4.736198
CHEMBL1957	CHEMBL1256432	-4.465908
CHEMBL1974	CHEMBL2035050	-2.833213
CHEMBL2276	CHEMBL1822132	-2.772589
CHEMBL279	CHEMBL3604468	-4.804021
CHEMBL4282	CHEMBL3672488	-3.850148
CHEMBL2094138	CHEMBL226898	-2.564949
CHEMBL203	CHEMBL408683	-5.991465
CHEMBL301	CHEMBL1922209	-4.700480
CHEMBL279	CHEMBL1242107	-5.687382
CHEMBL3582	CHEMBL313814	-8.517193
CHEMBL3717	CHEMBL1834657	-8.010028
CHEMBL203	CHEMBL119156	-8.128125
CHEMBL1974	CHEMBL3918739	-8.565616
CHEMBL5408	CHEMBL3895745	-4.605170
CHEMBL4523	CHEMBL3923254	-4.305416
CHEMBL3038477	CHEMBL3918554	-6.907755
CHEMBL1907600	CHEMBL261252	-8.517193
CHEMBL3553	CHEMBL3965485	-6.907755
CHEMBL1907605	CHEMBL4063842	-6.897705
CHEMBL5407	CHEMBL3691913	-1.693779
CHEMBL5543	CHEMBL1898197	-3.637586
CHEMBL279	CHEMBL362486	-1.774952
CHEMBL4523	CHEMBL3949896	-4.136765
CHEMBL2358	CHEMBL3969313	-6.907755
CHEMBL1957	CHEMBL2088096	-8.749823
CHEMBL2599	CHEMBL3971588	-2.079442
CHEMBL2147	CHEMBL1915438	-1.609438
CHEMBL203	CHEMBL4107879	-5.667810
CHEMBL4439	CHEMBL1766453	-4.543295
CHEMBL4937	CHEMBL4108038	1.203973
CHEMBL203	CHEMBL3965625	-3.912023
CHEMBL1974	CHEMBL404367	-1.386294
CHEMBL1868	CHEMBL214063	-3.637586
CHEMBL2185	CHEMBL595406	-6.086775
CHEMBL1868	CHEMBL255955	-1.609438
CHEMBL1862	CHEMBL1242748	-3.044522
CHEMBL5543	CHEMBL3775949	-7.313220
CHEMBL260	CHEMBL4088971	-2.484907
CHEMBL3973	CHEMBL3935124	-3.799302
CHEMBL2147	CHEMBL3940808	-1.064711
CHEMBL1907600	CHEMBL2314452	-8.070906
CHEMBL1974	CHEMBL374330	-0.693147
CHEMBL4376	CHEMBL2321952	-5.857933
CHEMBL3476	CHEMBL556806	-3.784190
CHEMBL1907600	CHEMBL1782170	-8.895630
CHEMBL2094127	CHEMBL312657	-5.634790
CHEMBL5570	CHEMBL3660771	-6.214608
CHEMBL4895	CHEMBL3910520	-2.639057
CHEMBL4070	CHEMBL3699275	-1.101940
CHEMBL1981	CHEMBL209148	-7.003065
CHEMBL1907600	CHEMBL3673434	-4.543295
CHEMBL2971	CHEMBL3922146	-4.605170
CHEMBL2292	CHEMBL3335355	-9.179881
CHEMBL203	CHEMBL367754	-7.082549
CHEMBL3717	CHEMBL3287309	-2.572612
CHEMBL4439	CHEMBL130025	-5.866468
CHEMBL2842	CHEMBL2158854	-8.070906
CHEMBL4523	CHEMBL3957954	1.203973
CHEMBL2971	CHEMBL3959692	-3.526361
CHEMBL2971	CHEMBL3582442	-8.630522
CHEMBL3650	CHEMBL3969747	-3.707210
CHEMBL4722	CHEMBL1990583	-1.098612
CHEMBL203	CHEMBL3297900	-4.294561
CHEMBL1824	CHEMBL3964556	-3.912023
CHEMBL2095217	CHEMBL3895532	-8.517193
CHEMBL1868	CHEMBL213270	-7.724447
CHEMBL2094126	CHEMBL307150	-4.248495
CHEMBL2599	CHEMBL4066664	-4.394449
CHEMBL203	CHEMBL3952188	-3.912023
CHEMBL4439	CHEMBL361237	-3.688879
CHEMBL3231	CHEMBL2333884	-3.091042
CHEMBL1907600	CHEMBL1796148	-3.761200
CHEMBL1906	CHEMBL3577117	-1.974081
CHEMBL1974	CHEMBL260848	-4.976734
CHEMBL3983	CHEMBL3703178	-5.945421
CHEMBL2971	CHEMBL3947742	-6.620073
CHEMBL203	CHEMBL4070053	-1.193922
CHEMBL203	CHEMBL131426	-7.003065
CHEMBL2147	CHEMBL2322228	-3.761200
CHEMBL279	CHEMBL2086740	-1.609438
CHEMBL2971	CHEMBL3658869	-6.238325
CHEMBL203	CHEMBL590878	-1.835776
CHEMBL2358	CHEMBL3905020	-6.907755
CHEMBL1844	CHEMBL3673465	-2.708050
CHEMBL1936	CHEMBL477768	-8.070906
CHEMBL4722	CHEMBL510730	-7.438384
CHEMBL203	CHEMBL1958213	-7.605890
CHEMBL2148	CHEMBL3981841	-4.143135
CHEMBL3973	CHEMBL3912505	-6.907755
CHEMBL4630	CHEMBL471156	-4.477337
CHEMBL1936	CHEMBL4074518	-1.360977
