Target-ID	Compound-ID	Std-value
CHEMBL2358	CHEMBL3898094	2500.0
CHEMBL3038469	CHEMBL296468	38.0
CHEMBL279	CHEMBL260306	4000.0
CHEMBL301	CHEMBL3931143	3600.0
CHEMBL5147	CHEMBL3943632	1000.0
CHEMBL4282	CHEMBL1773576	305.0
CHEMBL4247	CHEMBL3263985	1000.0
CHEMBL279	CHEMBL401838	289.0
CHEMBL2695	CHEMBL3645040	690.79
CHEMBL331	CHEMBL496575	800.0
CHEMBL1844	CHEMBL2023490	300.0
CHEMBL4816	CHEMBL1099298	65.0
CHEMBL279	CHEMBL4110384	518.0
CHEMBL258	CHEMBL84807	32.0
CHEMBL2971	CHEMBL3981338	34.0
CHEMBL2147	CHEMBL2347053	54.0
CHEMBL2041	CHEMBL2376650	1000.0
CHEMBL3717	CHEMBL459729	3990.0
CHEMBL4501	CHEMBL3680537	100.0
CHEMBL2148	CHEMBL3645045	2870.92
CHEMBL1824	CHEMBL4061382	3200.0
CHEMBL1981	CHEMBL1922984	428.0
CHEMBL203	CHEMBL2018748	7050.0
CHEMBL279	CHEMBL69068	900.0
CHEMBL2148	CHEMBL2181330	520.0
CHEMBL299	CHEMBL2147549	1000.0
CHEMBL2508	CHEMBL3702054	33.0
CHEMBL1991	CHEMBL574646	1100.0
CHEMBL1907605	CHEMBL426972	98.0
CHEMBL4501	CHEMBL3685210	173.0
CHEMBL1957	CHEMBL491677	7500.0
CHEMBL1844	CHEMBL1242977	1580.0
CHEMBL4630	CHEMBL1643245	280.0
CHEMBL2292	CHEMBL3094446	780.0
CHEMBL2111414	CHEMBL1171281	89.0
CHEMBL1868	CHEMBL458531	580.0
CHEMBL2971	CHEMBL4084598	1270.0
CHEMBL331	CHEMBL255463	890.0
CHEMBL203	CHEMBL3977192	77.0
CHEMBL1957	CHEMBL3672895	1103.0
CHEMBL1868	CHEMBL392789	840.0
CHEMBL301	CHEMBL3354189	93.0
CHEMBL5147	CHEMBL3893363	50.0
CHEMBL4895	CHEMBL3986139	93.0
CHEMBL4179	CHEMBL211195	190.0
CHEMBL1957	CHEMBL3915209	100.0
CHEMBL279	CHEMBL146697	920.0
CHEMBL4179	CHEMBL3220467	82.0
CHEMBL2148	CHEMBL233969	46.0
CHEMBL279	CHEMBL308672	40.0
CHEMBL3038477	CHEMBL3913352	100.0
CHEMBL279	CHEMBL3221560	500.0
CHEMBL3038477	CHEMBL3918782	1000.0
CHEMBL2095227	CHEMBL24026	500.0
CHEMBL4722	CHEMBL1808335	677.0
CHEMBL2094128	CHEMBL402443	800.0
CHEMBL1936	CHEMBL3984522	100.0
CHEMBL2148	CHEMBL3642276	9999.0
CHEMBL2292	CHEMBL2386755	33.93
CHEMBL279	CHEMBL3358999	200.0
CHEMBL258	CHEMBL214495	48.0
CHEMBL2971	CHEMBL3644959	1156.98
CHEMBL4937	CHEMBL3899986	454.1
CHEMBL2068	CHEMBL3928439	50.0
CHEMBL4501	CHEMBL3680489	58.0
CHEMBL2971	CHEMBL3642267	9999.0
CHEMBL1844	CHEMBL3678305	103.0
CHEMBL4282	CHEMBL521851	46.0
CHEMBL279	CHEMBL3978177	50.0
CHEMBL1991	CHEMBL471496	300.0
CHEMBL2147	CHEMBL3918784	551.48
CHEMBL4722	CHEMBL3717019	65.0
CHEMBL3650	CHEMBL4064545	1000.0
CHEMBL2041	CHEMBL2403371	34.0
CHEMBL1991	CHEMBL1650551	100.0
CHEMBL3529	CHEMBL3908778	1000.0
CHEMBL299	CHEMBL55788	300.0
CHEMBL2695	CHEMBL3645086	1249.7
CHEMBL4179	CHEMBL63135	195.0
CHEMBL203	CHEMBL15202	68.0
CHEMBL1913	CHEMBL2386994	5000.0
CHEMBL1936	CHEMBL273077	36.0
CHEMBL4722	CHEMBL1765733	7943.28
CHEMBL301	CHEMBL3421962	577.0
CHEMBL5543	CHEMBL3092862	110.0
CHEMBL1824	CHEMBL370934	3000.0
CHEMBL1844	CHEMBL3109355	1000.0
CHEMBL1824	CHEMBL1922906	55.0
CHEMBL2292	CHEMBL3335366	2900.0
CHEMBL4142	CHEMBL4102447	100.0
CHEMBL4523	CHEMBL496995	200.0
CHEMBL1907601	CHEMBL147184	190.0
CHEMBL2208	CHEMBL2163992	600.0
CHEMBL2749	CHEMBL377346	83.0
CHEMBL2358	CHEMBL3903789	1000.0
CHEMBL1907601	CHEMBL1242367	1500.0
CHEMBL203	CHEMBL2315701	197.0
CHEMBL2094138	CHEMBL103054	2000.0
CHEMBL3553	CHEMBL3959692	750.0
CHEMBL4142	CHEMBL3681288	320.0
CHEMBL4523	CHEMBL2037195	62.0
CHEMBL1907605	CHEMBL1922210	1100.0
CHEMBL4142	CHEMBL1738735	1230.0
CHEMBL2363049	CHEMBL3092324	672.0
CHEMBL3430907	CHEMBL1089986	802.0
CHEMBL5543	CHEMBL4081668	4100.0
CHEMBL3529	CHEMBL3972829	390.0
CHEMBL203	CHEMBL4085868	5882.0
CHEMBL2068	CHEMBL3912646	50.0
CHEMBL203	CHEMBL424959	185.0
CHEMBL279	CHEMBL303195	3300.0
CHEMBL279	CHEMBL2448064	50.0
CHEMBL3553	CHEMBL3952261	320.0
CHEMBL301	CHEMBL2436978	1180.0
CHEMBL3650	CHEMBL57585	120.0
CHEMBL2959	CHEMBL481567	81.0
CHEMBL258	CHEMBL209148	2400.0
CHEMBL301	CHEMBL106060	1000.0
CHEMBL203	CHEMBL510730	2000.0
CHEMBL279	CHEMBL1240544	1140.0
CHEMBL260	CHEMBL377481	740.0
CHEMBL1936	CHEMBL4085974	144.0
CHEMBL2007	CHEMBL1271631	420.0
CHEMBL1907601	CHEMBL6246	1090.0
CHEMBL2276	CHEMBL1287916	530.0
CHEMBL260	CHEMBL152209	574.0
CHEMBL2095942	CHEMBL189732	1100.0
CHEMBL2971	CHEMBL3703488	73.0
CHEMBL2971	CHEMBL3359924	110.0
CHEMBL3553	CHEMBL1938653	146.0
CHEMBL258	CHEMBL3884319	818.0
CHEMBL2637	CHEMBL3355183	34.0
CHEMBL3476	CHEMBL556806	44.0
CHEMBL5147	CHEMBL3972940	50.0
CHEMBL4224	CHEMBL1734733	598.0
CHEMBL4722	CHEMBL2380848	88.0
CHEMBL1824	CHEMBL4097216	1700.0
CHEMBL2094115	CHEMBL1233747	3700.0
CHEMBL4282	CHEMBL1258550	150.0
CHEMBL2068	CHEMBL3906936	50.0
CHEMBL3650	CHEMBL3963529	131.0
CHEMBL203	CHEMBL175513	188.0
CHEMBL4036	CHEMBL3085252	160.0
CHEMBL331	CHEMBL178737	1700.0
CHEMBL3529	CHEMBL3977034	100.0
CHEMBL279	CHEMBL3949132	812.83
CHEMBL2094128	CHEMBL1272089	1762.0
CHEMBL4722	CHEMBL2392101	68.5
CHEMBL2095227	CHEMBL178488	3980.0
CHEMBL279	CHEMBL1257911	34.0
CHEMBL1907600	CHEMBL3787093	320.0
CHEMBL1981	CHEMBL177298	420.0
CHEMBL1974	CHEMBL1807480	350.0
CHEMBL258	CHEMBL3787614	8900.0
CHEMBL2185	CHEMBL2022112	363.0
CHEMBL279	CHEMBL3892018	70.79
CHEMBL279	CHEMBL394826	1140.0
CHEMBL1868	CHEMBL3893890	50.0
CHEMBL2148	CHEMBL1078276	538.0
CHEMBL2094128	CHEMBL1807305	3625.0
CHEMBL5570	CHEMBL3086163	130.0
CHEMBL4501	CHEMBL3675358	5010.0
CHEMBL203	CHEMBL370934	60.0
CHEMBL2147	CHEMBL3907899	38.32
CHEMBL4523	CHEMBL3973448	908.0
CHEMBL1862	CHEMBL1242846	1190.0
CHEMBL203	CHEMBL3959884	100.0
CHEMBL279	CHEMBL523559	6000.0
CHEMBL2292	CHEMBL2295942	3000.0
CHEMBL258	CHEMBL559787	1000.0
CHEMBL2148	CHEMBL3642278	510.3
CHEMBL1907600	CHEMBL4088717	3800.0
CHEMBL1907600	CHEMBL174343	5300.0
CHEMBL1974	CHEMBL1271642	130.0
CHEMBL279	CHEMBL205089	1000.0
CHEMBL1907601	CHEMBL149931	3100.0
CHEMBL203	CHEMBL4069672	33.6
CHEMBL301	CHEMBL3823297	1030.0
CHEMBL279	CHEMBL3911746	1905.46
CHEMBL203	CHEMBL354310	330.0
CHEMBL279	CHEMBL393779	110.0
CHEMBL279	CHEMBL1085316	690.0
CHEMBL203	CHEMBL184682	1000.0
CHEMBL3717	CHEMBL1980995	107.4
CHEMBL279	CHEMBL3671584	854.0
CHEMBL2971	CHEMBL4068357	123.6
CHEMBL1955	CHEMBL388978	58.0
CHEMBL1936	CHEMBL2336026	284.0
CHEMBL1981	CHEMBL1630112	2500.0
CHEMBL2094128	CHEMBL190281	43.0
CHEMBL279	CHEMBL487865	5000.0
CHEMBL4523	CHEMBL3666763	3599.0
CHEMBL331	CHEMBL1336	3000.0
CHEMBL2185	CHEMBL2023302	161.0
CHEMBL2971	CHEMBL1938645	72.0
CHEMBL1974	CHEMBL2023478	1000.0
CHEMBL279	CHEMBL2023484	1277.0
CHEMBL2363049	CHEMBL2437461	691.0
CHEMBL2095188	CHEMBL188386	4020.0
CHEMBL4501	CHEMBL3680520	83.0
CHEMBL5408	CHEMBL3687152	120.0
CHEMBL2431	CHEMBL3703115	52.0
CHEMBL4630	CHEMBL212846	2800.0
CHEMBL5570	CHEMBL3660786	36.2
CHEMBL2971	CHEMBL3262355	120.0
CHEMBL3650	CHEMBL3681275	390.0
CHEMBL203	CHEMBL592247	5830.0
CHEMBL2971	CHEMBL3763697	390.0
CHEMBL2971	CHEMBL2208029	2699.9
CHEMBL4247	CHEMBL2023555	83.0
CHEMBL2358	CHEMBL4112375	1000.0
CHEMBL4282	CHEMBL3640020	688.0
CHEMBL2996	CHEMBL1084409	96.0
CHEMBL3553	CHEMBL3589166	32.0
CHEMBL1981	CHEMBL4105329	91.6
CHEMBL279	CHEMBL3739750	4490.0
CHEMBL3650	CHEMBL3681266	33.0
CHEMBL1824	CHEMBL190094	50.0
CHEMBL3973	CHEMBL3952866	38.9
CHEMBL1974	CHEMBL3943933	4677.35
CHEMBL279	CHEMBL75462	240.0
CHEMBL2996	CHEMBL2153754	316.0
CHEMBL2971	CHEMBL3942120	100.0
CHEMBL203	CHEMBL596761	99.4
CHEMBL4282	CHEMBL3703148	256.0
CHEMBL1974	CHEMBL1952132	1000.0
CHEMBL1974	CHEMBL1946150	140.0
CHEMBL2185	CHEMBL593221	90.0
CHEMBL2148	CHEMBL3359911	57.0
CHEMBL4036	CHEMBL440717	2300.0
CHEMBL2148	CHEMBL212953	8333.0
CHEMBL4142	CHEMBL3681239	200.0
CHEMBL5122	CHEMBL2336011	125.0
CHEMBL3024	CHEMBL373751	794.33
CHEMBL203	CHEMBL3909900	100.0
CHEMBL3582	CHEMBL315357	5000.0
CHEMBL3650	CHEMBL362502	1400.0
CHEMBL1868	CHEMBL3219508	1000.0
CHEMBL5408	CHEMBL3650722	3000.0
CHEMBL1936	CHEMBL1081831	110.0
CHEMBL2068	CHEMBL2312654	2430.0
CHEMBL2815	CHEMBL3678290	58.0
CHEMBL4523	CHEMBL3676274	54.0
CHEMBL203	CHEMBL247711	190.0
CHEMBL5408	CHEMBL3650733	300.0
CHEMBL279	CHEMBL101253	37.0
CHEMBL2358	CHEMBL3921343	1437.9
CHEMBL3650	CHEMBL60690	260.0
CHEMBL4179	CHEMBL1644634	780.0
CHEMBL2148	CHEMBL3642373	345.16
CHEMBL3234	CHEMBL1241776	248.0
CHEMBL3582	CHEMBL91126	300.0
CHEMBL3476	CHEMBL454973	1900.0
CHEMBL4142	CHEMBL3946591	120.23
CHEMBL5407	CHEMBL3891145	144.19
CHEMBL2094126	CHEMBL72607	86.0
CHEMBL279	CHEMBL77933	380.0
CHEMBL308	CHEMBL248108	1900.0
CHEMBL2095227	CHEMBL327720	256.0
CHEMBL4523	CHEMBL3952291	122.62
CHEMBL1907601	CHEMBL151720	900.0
CHEMBL2996	CHEMBL579201	240.0
CHEMBL4630	CHEMBL255416	102.0
CHEMBL279	CHEMBL2386805	100.0
CHEMBL203	CHEMBL1650545	100.0
CHEMBL3973	CHEMBL3982334	309.03
CHEMBL301	CHEMBL189963	5000.0
CHEMBL4282	CHEMBL3703110	236.0
CHEMBL4142	CHEMBL3681313	180.0
CHEMBL2094115	CHEMBL114962	449.78
CHEMBL1907601	CHEMBL147084	82.0
CHEMBL2431	CHEMBL452823	827.0
CHEMBL260	CHEMBL202639	50.0
CHEMBL1974	CHEMBL1940265	400.0
CHEMBL1824	CHEMBL512076	43.0
CHEMBL1936	CHEMBL3690073	1186.0
CHEMBL3973	CHEMBL3963816	407.38
CHEMBL2358	CHEMBL3973503	1365.2
CHEMBL203	CHEMBL3918306	50.0
CHEMBL279	CHEMBL4069008	6228.0
CHEMBL4282	CHEMBL1081119	85.0
CHEMBL1824	CHEMBL3894895	1000.0
CHEMBL1991	CHEMBL493161	39.0
CHEMBL3231	CHEMBL1765760	7943.28
CHEMBL5408	CHEMBL2011907	257.0
CHEMBL279	CHEMBL1779202	100.0
CHEMBL279	CHEMBL2086758	235.0
CHEMBL4523	CHEMBL1782531	66.0
CHEMBL3616	CHEMBL585500	36.0
CHEMBL1824	CHEMBL94066	458.0
CHEMBL3616	CHEMBL149604	390.0
CHEMBL2095188	CHEMBL260135	250.0
CHEMBL1974	CHEMBL3329655	1000.0
CHEMBL1913	CHEMBL2430198	160.6
CHEMBL258	CHEMBL403200	380.0
CHEMBL5314	CHEMBL3915275	1200.0
CHEMBL1824	CHEMBL257815	153.0
CHEMBL3920	CHEMBL386760	5000.0
CHEMBL279	CHEMBL3981418	1548.82
CHEMBL2095942	CHEMBL143147	32.0
CHEMBL2185	CHEMBL3343310	193.0
CHEMBL1957	CHEMBL3672894	2350.0
CHEMBL3650	CHEMBL2419760	63.0
CHEMBL4523	CHEMBL3898842	75.0
CHEMBL1824	CHEMBL3905131	100.0
CHEMBL279	CHEMBL1084028	130.0
CHEMBL203	CHEMBL2437461	1100.0
CHEMBL1824	CHEMBL4087646	2400.0
CHEMBL3582	CHEMBL2147536	120.0
CHEMBL279	CHEMBL2430255	167.2
CHEMBL4722	CHEMBL565211	649.0
CHEMBL279	CHEMBL3678952	1000.0
CHEMBL4722	CHEMBL3680501	150.0
CHEMBL279	CHEMBL1241271	151.0
CHEMBL301	CHEMBL1688215	280.0
CHEMBL2147	CHEMBL1915435	41.0
CHEMBL203	CHEMBL249927	97.0
CHEMBL2148	CHEMBL3642318	2353.8
CHEMBL3430907	CHEMBL3966740	190.0
CHEMBL2148	CHEMBL3644996	9999.0
CHEMBL4282	CHEMBL3973291	63.0
CHEMBL4282	CHEMBL2152252	3600.0
CHEMBL2971	CHEMBL3965217	38.0
CHEMBL1907601	CHEMBL190317	2900.0
CHEMBL1824	CHEMBL3923645	1000.0
CHEMBL3553	CHEMBL4068856	51.0
CHEMBL3553	CHEMBL3114768	7368.0
CHEMBL5147	CHEMBL3955447	50.0
CHEMBL260	CHEMBL1088914	198.0
CHEMBL4282	CHEMBL2177386	2000.0
CHEMBL3038477	CHEMBL3952209	100.0
CHEMBL2147	CHEMBL3949896	31.7
CHEMBL4179	CHEMBL375795	290.0
CHEMBL279	CHEMBL3671539	215.0
CHEMBL3717	CHEMBL401838	125.0
CHEMBL1868	CHEMBL516243	1230.0
CHEMBL203	CHEMBL939	515.0
CHEMBL3142	CHEMBL1766804	2400.0
CHEMBL5543	CHEMBL1885748	1156.0
CHEMBL4523	CHEMBL3899758	32.5
CHEMBL2094128	CHEMBL405200	700.0
CHEMBL2094115	CHEMBL430419	48.0
CHEMBL4282	CHEMBL1081830	77.0
CHEMBL1868	CHEMBL2035810	3000.0
CHEMBL279	CHEMBL376077	87.0
CHEMBL203	CHEMBL3417489	1000.0
CHEMBL4722	CHEMBL2169893	3000.0
CHEMBL5122	CHEMBL2336026	2270.0
CHEMBL3142	CHEMBL1242472	847.0
CHEMBL2815	CHEMBL253881	200.0
CHEMBL3231	CHEMBL594517	9800.0
CHEMBL2971	CHEMBL3359928	130.0
CHEMBL4501	CHEMBL3909073	390.0
CHEMBL1957	CHEMBL3982401	100.0
CHEMBL279	CHEMBL3676356	856.0
CHEMBL2147	CHEMBL3915869	240.72
CHEMBL4439	CHEMBL2385591	3960.0
CHEMBL203	CHEMBL212201	50.0
CHEMBL2094128	CHEMBL324186	165.0
CHEMBL1824	CHEMBL1081849	2240.0
CHEMBL2828	CHEMBL569151	110.0
CHEMBL4282	CHEMBL3703131	36.0
CHEMBL2094128	CHEMBL140373	50.0
CHEMBL3717	CHEMBL2035810	3000.0
CHEMBL1981	CHEMBL500583	4300.0
CHEMBL1991	CHEMBL411659	155.0
CHEMBL1824	CHEMBL604893	180.0
CHEMBL4439	CHEMBL130025	353.0
CHEMBL203	CHEMBL168921	2200.0
CHEMBL3024	CHEMBL606395	350.0
CHEMBL2358	CHEMBL3935957	1000.0
CHEMBL3038477	CHEMBL3975622	100.0
CHEMBL3553	CHEMBL3924171	1000.0
CHEMBL2147	CHEMBL3975438	1053.03
CHEMBL5543	CHEMBL4077159	680.0
CHEMBL1862	CHEMBL398606	1100.0
CHEMBL3142	CHEMBL1241583	883.0
CHEMBL4439	CHEMBL1824436	737.0
CHEMBL5147	CHEMBL3920114	50.0
CHEMBL3650	CHEMBL56983	110.0
CHEMBL2363049	CHEMBL3804868	33.8
CHEMBL2148	CHEMBL3950680	250.0
CHEMBL203	CHEMBL3263963	168.0
CHEMBL3973	CHEMBL3969747	389.05
CHEMBL258	CHEMBL2333603	493.0
CHEMBL2276	CHEMBL3352845	758.0
CHEMBL5408	CHEMBL3687157	670.0
CHEMBL2185	CHEMBL2022366	1107.0
CHEMBL203	CHEMBL3961740	100.0
CHEMBL3553	CHEMBL3972353	350.0
CHEMBL279	CHEMBL3900059	50.0
CHEMBL279	CHEMBL204984	190.0
CHEMBL2094128	CHEMBL573263	900.0
CHEMBL331	CHEMBL100979	8000.0
CHEMBL5407	CHEMBL85105	730.0
CHEMBL203	CHEMBL3671522	69.0
CHEMBL4179	CHEMBL1288039	8700.0
CHEMBL279	CHEMBL3917670	100.0
CHEMBL2208	CHEMBL523586	2500.0
CHEMBL5408	CHEMBL3360318	4000.0
CHEMBL1936	CHEMBL194366	180.0
CHEMBL4895	CHEMBL2036801	38.0
CHEMBL260	CHEMBL519620	31.0
CHEMBL3038469	CHEMBL4069158	7800.0
CHEMBL2749	CHEMBL109759	3200.0
CHEMBL5543	CHEMBL1354134	313.0
CHEMBL1936	CHEMBL3085983	890.0
CHEMBL4282	CHEMBL3972161	92.0
CHEMBL3905	CHEMBL480839	310.0
CHEMBL1957	CHEMBL3910989	100.0
CHEMBL203	CHEMBL2315703	200.0
CHEMBL279	CHEMBL3973645	1000.0
CHEMBL2508	CHEMBL31574	850.0
CHEMBL2148	CHEMBL3645019	9999.0
CHEMBL279	CHEMBL176705	200.0
CHEMBL2148	CHEMBL1079525	95.0
CHEMBL331	CHEMBL3641991	42.0
CHEMBL3038469	CHEMBL193184	5000.0
CHEMBL3920	CHEMBL4068028	314.0
CHEMBL4722	CHEMBL1091975	200.0
CHEMBL2094126	CHEMBL76337	567.0
CHEMBL203	CHEMBL3952188	50.0
CHEMBL2094138	CHEMBL102888	2000.0
CHEMBL4224	CHEMBL3935442	1000.0
CHEMBL2094126	CHEMBL187353	400.0
CHEMBL2185	CHEMBL2380847	79.0
CHEMBL203	CHEMBL120185	8700.0
CHEMBL4523	CHEMBL3966499	91.9
CHEMBL2068	CHEMBL3953937	50.0
CHEMBL2094128	CHEMBL122040	1800.0
CHEMBL3973	CHEMBL3976280	34.67
CHEMBL299	CHEMBL332882	1500.0
CHEMBL3905	CHEMBL1086860	96.0
CHEMBL5147	CHEMBL514016	800.0
CHEMBL2842	CHEMBL1240554	6500.0
CHEMBL279	CHEMBL3984841	1000.0
CHEMBL3476	CHEMBL250539	4120.0
CHEMBL2094138	CHEMBL367488	5200.0
CHEMBL2147	CHEMBL3957078	1144.45
CHEMBL5147	CHEMBL3964556	50.0
CHEMBL2007	CHEMBL3114023	52.0
CHEMBL3142	CHEMBL1242111	185.0
CHEMBL1936	CHEMBL512840	37.0
CHEMBL2637	CHEMBL1784660	2460.0
CHEMBL260	CHEMBL1950293	6400.0
CHEMBL3650	CHEMBL3957643	562.34
CHEMBL3650	CHEMBL3908978	1202.26
CHEMBL1955	CHEMBL1095154	4070.0
CHEMBL203	CHEMBL517585	50.0
CHEMBL203	CHEMBL3983201	50.0
CHEMBL2148	CHEMBL3937822	1000.0
CHEMBL1913	CHEMBL88771	40.0
CHEMBL3973	CHEMBL253969	500.0
CHEMBL3553	CHEMBL3973343	520.0
CHEMBL1907601	CHEMBL425546	5000.0
CHEMBL1974	CHEMBL1668415	2400.0
CHEMBL258	CHEMBL48650	1000.0
CHEMBL2842	CHEMBL1773574	57.0
CHEMBL3038477	CHEMBL3968246	100.0
CHEMBL4895	CHEMBL3947503	1300.0
CHEMBL1824	CHEMBL269620	550.0
CHEMBL4898	CHEMBL3673443	86.0
CHEMBL2148	CHEMBL2062797	9999.0
CHEMBL5407	CHEMBL3901121	901.28
CHEMBL3920	CHEMBL518942	84.0
CHEMBL4224	CHEMBL2071342	118.0
CHEMBL2971	CHEMBL3651020	1496.0
CHEMBL5543	CHEMBL3335358	400.0
CHEMBL279	CHEMBL3671536	231.0
CHEMBL4630	CHEMBL3091673	274.0
CHEMBL4247	CHEMBL2023534	384.0
CHEMBL2148	CHEMBL3645054	674.98
CHEMBL2095942	CHEMBL190685	240.0
CHEMBL4282	CHEMBL3703129	541.0
CHEMBL203	CHEMBL3952023	50.0
CHEMBL1907600	CHEMBL1796334	58.0
CHEMBL5408	CHEMBL3650729	300.0
CHEMBL2363049	CHEMBL1256423	1130.0
CHEMBL1974	CHEMBL3901119	8511.38
CHEMBL2971	CHEMBL3651056	93.0
CHEMBL3961	CHEMBL1091923	3450.0
CHEMBL4501	CHEMBL3961623	95.0
CHEMBL203	CHEMBL2112990	719.0
CHEMBL3905	CHEMBL1087002	1079.0
CHEMBL4501	CHEMBL3680480	52.0
CHEMBL3650	CHEMBL3947281	450.0
CHEMBL1957	CHEMBL558708	170.0
CHEMBL1868	CHEMBL3621296	205.0
CHEMBL2094127	CHEMBL435999	790.0
CHEMBL2095188	CHEMBL260656	1000.0
CHEMBL2637	CHEMBL424872	60.0
CHEMBL1913	CHEMBL3798257	1000.0
CHEMBL1974	CHEMBL3965640	9772.37
CHEMBL203	CHEMBL288441	53.0
CHEMBL203	CHEMBL3899410	50.0
CHEMBL1868	CHEMBL3798631	1000.0
CHEMBL1824	CHEMBL3985245	100.0
CHEMBL2971	CHEMBL3360318	138.0
CHEMBL1974	CHEMBL2181085	52.0
CHEMBL2637	CHEMBL3394101	33.0
CHEMBL279	CHEMBL3977791	1000.0
CHEMBL2148	CHEMBL3980369	1000.0
CHEMBL1907600	CHEMBL121543	1999.86
CHEMBL2971	CHEMBL3703501	127.0
CHEMBL3650	CHEMBL301612	460.0
CHEMBL2148	CHEMBL3645070	2999.0
CHEMBL203	CHEMBL3671535	158.0
CHEMBL4722	CHEMBL2392113	77.9
CHEMBL2276	CHEMBL1288129	1400.0
CHEMBL279	CHEMBL3671499	250.0
CHEMBL4523	CHEMBL3660012	1045.0
CHEMBL3961	CHEMBL443285	800.0
CHEMBL203	CHEMBL3940401	1000.0
CHEMBL203	CHEMBL3913728	898.0
CHEMBL203	CHEMBL3786523	9100.0
CHEMBL1868	CHEMBL206403	490.0
CHEMBL2148	CHEMBL4100288	361.0
CHEMBL4179	CHEMBL3655587	213.8
CHEMBL1824	CHEMBL3973792	1000.0
CHEMBL1907600	CHEMBL2180868	1700.0
CHEMBL3650	CHEMBL3941337	134.9
CHEMBL3920	CHEMBL2147536	948.0
CHEMBL4523	CHEMBL3685737	512.0
CHEMBL279	CHEMBL2086731	9876.0
CHEMBL1907602	CHEMBL493656	2800.0
CHEMBL1906	CHEMBL67874	110.0
CHEMBL2358	CHEMBL4115114	2500.0
CHEMBL1974	CHEMBL377193	40.0
CHEMBL4630	CHEMBL1641619	1100.0
CHEMBL2094128	CHEMBL142648	129.0
CHEMBL301	CHEMBL326310	1000.0
CHEMBL1824	CHEMBL3901210	100.0
CHEMBL5407	CHEMBL2035617	166.0
CHEMBL279	CHEMBL3895123	50.0
CHEMBL1824	CHEMBL1080506	5000.0
CHEMBL2431	CHEMBL376388	6900.0
CHEMBL4142	CHEMBL3927158	41.69
CHEMBL1907605	CHEMBL3718067	64.0
CHEMBL1936	CHEMBL2336020	254.0
CHEMBL2148	CHEMBL1079120	2310.0
CHEMBL279	CHEMBL3956028	1000.0
CHEMBL2041	CHEMBL1945559	7700.0
CHEMBL2185	CHEMBL1650547	191.0
CHEMBL279	CHEMBL98798	9800.0
CHEMBL4224	CHEMBL2313924	2300.0
CHEMBL2094126	CHEMBL583417	40.0
CHEMBL2276	CHEMBL2420554	190.0
CHEMBL4523	CHEMBL3910838	38.6
CHEMBL2068	CHEMBL3968522	50.0
CHEMBL260	CHEMBL288812	42.0
CHEMBL4523	CHEMBL3355988	1020.0
CHEMBL4282	CHEMBL3703140	198.0
CHEMBL2850	CHEMBL106060	1000.0
CHEMBL2148	CHEMBL1088424	38.0
CHEMBL3553	CHEMBL3907076	350.0
CHEMBL1868	CHEMBL225248	4718.0
CHEMBL2358	CHEMBL3918964	2500.0
CHEMBL260	CHEMBL3824056	5000.0
CHEMBL279	CHEMBL3676350	853.0
CHEMBL2276	CHEMBL220811	320.0
CHEMBL203	CHEMBL50647	220.0
CHEMBL2971	CHEMBL3676093	1000.0
CHEMBL1907602	CHEMBL3719096	73.0
CHEMBL308	CHEMBL46181	800.0
CHEMBL279	CHEMBL119385	5000.0
CHEMBL3973	CHEMBL3910555	72.44
CHEMBL203	CHEMBL394333	90.0
CHEMBL2276	CHEMBL1682010	45.0
CHEMBL3717	CHEMBL578601	7000.0
CHEMBL1974	CHEMBL2322135	220.0
CHEMBL203	CHEMBL3671518	32.0
CHEMBL1824	CHEMBL384711	100.0
CHEMBL4179	CHEMBL1946331	66.0
CHEMBL5408	CHEMBL3687141	89.0
CHEMBL279	CHEMBL3678948	50.0
CHEMBL2185	CHEMBL1091617	180.0
CHEMBL279	CHEMBL459647	329.0
CHEMBL279	CHEMBL3098317	1020.0
CHEMBL3430907	CHEMBL3422070	71.0
CHEMBL3553	CHEMBL1938648	5150.0
CHEMBL3553	CHEMBL3957659	260.0
CHEMBL2276	CHEMBL2376909	200.0
CHEMBL203	CHEMBL185853	510.0
CHEMBL331	CHEMBL254367	3000.0
CHEMBL2007	CHEMBL2086747	614.0
CHEMBL1974	CHEMBL2023115	800.0
CHEMBL279	CHEMBL1076436	43.0
CHEMBL1844	CHEMBL1940105	600.0
CHEMBL2094128	CHEMBL575472	3000.0
CHEMBL3973	CHEMBL3964931	52.48
CHEMBL203	CHEMBL3948809	1000.0
CHEMBL203	CHEMBL1242289	768.0
CHEMBL2431	CHEMBL3703123	596.0
CHEMBL4142	CHEMBL3947293	97.72
CHEMBL279	CHEMBL191993	39.0
CHEMBL203	CHEMBL3814021	500.0
CHEMBL260	CHEMBL2324925	35.0
CHEMBL1824	CHEMBL1090363	150.0
CHEMBL2292	CHEMBL2295951	3200.0
CHEMBL2695	CHEMBL1934348	122.0
CHEMBL301	CHEMBL3906489	780.0
CHEMBL4722	CHEMBL1095457	2900.0
CHEMBL1824	CHEMBL360780	406.0
CHEMBL3717	CHEMBL258396	69.0
CHEMBL3717	CHEMBL1823222	5000.0
CHEMBL4722	CHEMBL257188	346.0
CHEMBL2971	CHEMBL2030386	3600.0
CHEMBL3905	CHEMBL570865	5000.0
CHEMBL308	CHEMBL2180862	75.0
CHEMBL2041	CHEMBL237345	80.0
CHEMBL4282	CHEMBL3944868	75.0
