Target-ID	Compound-ID	Std-value
CHEMBL3553	CHEMBL4078799	0.2
CHEMBL2147	CHEMBL1915442	5.0
CHEMBL1844	CHEMBL3678286	10.0
CHEMBL4722	CHEMBL458997	4.0
CHEMBL3920	CHEMBL3892068	18.0
CHEMBL258	CHEMBL410295	7.0
CHEMBL3616	CHEMBL2153752	25.0
CHEMBL260	CHEMBL3927937	5.0
CHEMBL2147	CHEMBL3965031	6.846
CHEMBL2185	CHEMBL3680584	17.0
CHEMBL5570	CHEMBL3086179	13.0
CHEMBL3650	CHEMBL3950496	3.89
CHEMBL1824	CHEMBL1614725	17.0
CHEMBL4142	CHEMBL3896249	3.715
CHEMBL3582	CHEMBL402818	17.0
CHEMBL258	CHEMBL384942	6.0
CHEMBL2971	CHEMBL3644620	23.1
CHEMBL3038477	CHEMBL3897258	10.0
CHEMBL2363049	CHEMBL3633143	4.0
CHEMBL2185	CHEMBL3322564	29.6
CHEMBL279	CHEMBL221019	4.0
CHEMBL5408	CHEMBL3946780	30.0
CHEMBL3650	CHEMBL3950907	8.71
CHEMBL2147	CHEMBL3660087	4.4
CHEMBL1844	CHEMBL1908842	0.69
CHEMBL3650	CHEMBL3950089	1.122
CHEMBL4070	CHEMBL3699251	1.61
CHEMBL2815	CHEMBL3596892	5.0
CHEMBL203	CHEMBL556684	4.0
CHEMBL1974	CHEMBL3687194	0.51
CHEMBL2276	CHEMBL2425634	4.0
CHEMBL4523	CHEMBL3394167	10.0
CHEMBL2292	CHEMBL3421979	19.0
CHEMBL5491	CHEMBL462170	23.0
CHEMBL4937	CHEMBL3903967	9.3
CHEMBL4523	CHEMBL3973280	1.36
CHEMBL4142	CHEMBL3916975	3.02
CHEMBL5407	CHEMBL3652021	27.0
CHEMBL2147	CHEMBL3651972	1.0
CHEMBL2095227	CHEMBL371373	1.8
CHEMBL2147	CHEMBL3906911	7.63
CHEMBL2637	CHEMBL1822141	6.0
CHEMBL2971	CHEMBL3665186	0.1373
CHEMBL3650	CHEMBL3918638	0.4571
CHEMBL2431	CHEMBL2177368	6.0
CHEMBL260	CHEMBL569114	19.0
CHEMBL4523	CHEMBL3907732	22.6
CHEMBL5408	CHEMBL2011934	5.0
CHEMBL3973	CHEMBL3931421	4.677
CHEMBL1913	CHEMBL519982	0.89
CHEMBL1906	CHEMBL3577115	2.9
CHEMBL2147	CHEMBL3930939	5.85
CHEMBL5407	CHEMBL2035627	20.0
CHEMBL4523	CHEMBL3687483	1.37
CHEMBL2996	CHEMBL1085671	24.0
CHEMBL2695	CHEMBL554993	5.5
CHEMBL3234	CHEMBL3695570	7.0
CHEMBL299	CHEMBL3933646	5.2
CHEMBL2147	CHEMBL3687523	2.5
CHEMBL3797	CHEMBL3963290	1.12
CHEMBL4523	CHEMBL3919725	0.076
CHEMBL3553	CHEMBL2443026	10.0
CHEMBL2185	CHEMBL3680589	15.0
CHEMBL1824	CHEMBL565467	18.0
CHEMBL4142	CHEMBL3681310	22.0
CHEMBL279	CHEMBL3970399	8.6
CHEMBL1955	CHEMBL3426917	4.55
CHEMBL5570	CHEMBL508935	2.4
CHEMBL2147	CHEMBL3664615	3.3
CHEMBL3717	CHEMBL560733	11.0
CHEMBL1957	CHEMBL408995	10.0
CHEMBL4282	CHEMBL603197	1.0
CHEMBL1824	CHEMBL2148050	2.9
CHEMBL5407	CHEMBL3964167	17.65
CHEMBL1913	CHEMBL495961	2.0
CHEMBL3038477	CHEMBL4108557	10.0
CHEMBL2815	CHEMBL3675992	22.5
CHEMBL4247	CHEMBL1642261	6.0
CHEMBL3650	CHEMBL3894754	6.918
CHEMBL3973	CHEMBL3919479	6.026
CHEMBL3650	CHEMBL3893344	2.455
CHEMBL2363049	CHEMBL3608430	8.0
CHEMBL4142	CHEMBL3942594	4.365
CHEMBL1907601	CHEMBL366308	7.0
CHEMBL3038469	CHEMBL140272	21.0
CHEMBL260	CHEMBL4092555	3.0
CHEMBL1844	CHEMBL2158224	2.4
CHEMBL279	CHEMBL118400	7.0
CHEMBL299	CHEMBL3945647	0.14
CHEMBL260	CHEMBL303144	2.0
CHEMBL1974	CHEMBL222315	13.0
CHEMBL4247	CHEMBL513897	1.0
CHEMBL2148	CHEMBL3665188	0.00242
CHEMBL260	CHEMBL119385	29.0
CHEMBL4816	CHEMBL1098938	3.0
CHEMBL331	CHEMBL3698650	2.2
CHEMBL2148	CHEMBL1650951	8.0
CHEMBL4282	CHEMBL3925183	4.5
CHEMBL5147	CHEMBL1762523	28.0
CHEMBL2971	CHEMBL3920484	0.055
CHEMBL279	CHEMBL3972255	5.0
CHEMBL1907601	CHEMBL1271899	9.0
CHEMBL2971	CHEMBL3925768	0.055
CHEMBL1824	CHEMBL1928947	29.0
CHEMBL4722	CHEMBL3685247	0.13
CHEMBL2148	CHEMBL3665166	10.0
CHEMBL4247	CHEMBL2042982	5.0
CHEMBL5407	CHEMBL3651913	5.0
CHEMBL2959	CHEMBL3986267	30.0
CHEMBL2971	CHEMBL3954558	0.055
CHEMBL3717	CHEMBL601719	8.0
CHEMBL1974	CHEMBL522892	3.0
CHEMBL4523	CHEMBL3974046	1.17
CHEMBL203	CHEMBL69071	5.9
CHEMBL279	CHEMBL374330	12.0
CHEMBL2828	CHEMBL3941685	5.8
CHEMBL1974	CHEMBL3951096	12.0
CHEMBL4523	CHEMBL3676297	27.0
CHEMBL1957	CHEMBL483531	4.9
CHEMBL4630	CHEMBL452336	5.0
CHEMBL5407	CHEMBL3921086	28.04
CHEMBL1844	CHEMBL445519	0.7
CHEMBL3038477	CHEMBL3959213	10.0
CHEMBL1907600	CHEMBL406464	5.0
CHEMBL3973	CHEMBL3925306	12.02
CHEMBL1868	CHEMBL431977	17.0
CHEMBL2185	CHEMBL1090832	9.0
CHEMBL301	CHEMBL1964258	13.0
CHEMBL279	CHEMBL2409775	1.1
CHEMBL2094128	CHEMBL192602	2.0
CHEMBL203	CHEMBL587723	2.0
CHEMBL258	CHEMBL1650533	1.0
CHEMBL2971	CHEMBL391492	6.0
CHEMBL2147	CHEMBL3651908	1.0
CHEMBL2094128	CHEMBL191003	2.0
CHEMBL3650	CHEMBL377346	8.0
CHEMBL1907602	CHEMBL4103221	23.0
CHEMBL4523	CHEMBL3979678	0.826
CHEMBL1936	CHEMBL2158230	23.0
CHEMBL2363049	CHEMBL3797963	7.3
CHEMBL279	CHEMBL374044	4.0
CHEMBL3973	CHEMBL3962492	16.98
CHEMBL308	CHEMBL271136	9.3
CHEMBL260	CHEMBL3898648	14.0
CHEMBL4722	CHEMBL3680474	1.6
CHEMBL2185	CHEMBL3670417	5.0
CHEMBL2599	CHEMBL3912657	15.0
CHEMBL4937	CHEMBL3903330	10.1
CHEMBL5331	CHEMBL1822792	24.0
CHEMBL299	CHEMBL3891166	0.55
CHEMBL2147	CHEMBL3105021	1.0
CHEMBL1824	CHEMBL3809172	7.4
CHEMBL2148	CHEMBL3964955	5.0
CHEMBL2095188	CHEMBL170640	7.0
CHEMBL2842	CHEMBL1822060	20.0
CHEMBL5407	CHEMBL3687490	0.79
CHEMBL4523	CHEMBL3980874	15.0
CHEMBL3650	CHEMBL3921618	0.5129
CHEMBL2185	CHEMBL3685247	1.8
CHEMBL2363049	CHEMBL2110732	0.63
CHEMBL4282	CHEMBL2177371	12.0
CHEMBL1974	CHEMBL3937633	5.0
CHEMBL1936	CHEMBL4074518	3.9
CHEMBL1907601	CHEMBL188010	9.0
CHEMBL3650	CHEMBL3905866	1.38
CHEMBL2147	CHEMBL3934590	1.61
CHEMBL1913	CHEMBL1940268	4.0
CHEMBL4722	CHEMBL3680527	0.72
CHEMBL1981	CHEMBL520144	1.3
CHEMBL2147	CHEMBL3687421	0.35
CHEMBL4722	CHEMBL2012414	16.0
CHEMBL3973	CHEMBL3925610	10.96
CHEMBL301	CHEMBL2158845	19.0
CHEMBL301	CHEMBL3644028	25.0
CHEMBL3973	CHEMBL3964043	11.22
CHEMBL3629	CHEMBL3699285	1.33
CHEMBL258	CHEMBL2336005	21.6
CHEMBL2363049	CHEMBL2029435	10.5
CHEMBL258	CHEMBL2403373	7.0
CHEMBL2996	CHEMBL493999	30.0
CHEMBL2148	CHEMBL3927252	30.0
CHEMBL2431	CHEMBL3701772	0.7
CHEMBL3650	CHEMBL3895337	18.0
CHEMBL2508	CHEMBL3698662	7.0
CHEMBL5408	CHEMBL2011935	8.0
CHEMBL1862	CHEMBL539433	25.0
CHEMBL2007	CHEMBL502835	18.0
CHEMBL4247	CHEMBL3894726	4.8
CHEMBL4070	CHEMBL3760043	4.6
CHEMBL3973	CHEMBL3951847	8.511
CHEMBL4722	CHEMBL3680403	0.29
CHEMBL4630	CHEMBL1643236	5.0
CHEMBL2276	CHEMBL2425639	12.0
CHEMBL4501	CHEMBL3903522	2.4
CHEMBL5408	CHEMBL3898354	30.0
CHEMBL1907601	CHEMBL126630	30.0
CHEMBL2007	CHEMBL2087168	3.0
CHEMBL5407	CHEMBL3956673	14.36
CHEMBL258	CHEMBL2443139	10.0
CHEMBL3231	CHEMBL521347	6.0
CHEMBL1913	CHEMBL3696095	12.0
CHEMBL1974	CHEMBL2063330	20.0
CHEMBL299	CHEMBL565612	2.1
CHEMBL3717	CHEMBL1644802	17.0
CHEMBL203	CHEMBL3814257	0.662
CHEMBL1974	CHEMBL1668411	4.9
CHEMBL2971	CHEMBL3644999	3.43
CHEMBL4523	CHEMBL3687530	5.93
CHEMBL2147	CHEMBL3970786	8.0
CHEMBL1824	CHEMBL1257998	7.5
CHEMBL1936	CHEMBL371206	19.0
CHEMBL203	CHEMBL2419762	27.0
CHEMBL4070	CHEMBL3699238	0.2
CHEMBL279	CHEMBL4081243	2.5
CHEMBL4501	CHEMBL3675412	0.82
CHEMBL3553	CHEMBL4071806	22.0
CHEMBL4898	CHEMBL3582433	13.0
CHEMBL5408	CHEMBL3919474	30.0
CHEMBL1913	CHEMBL4099682	7.2
CHEMBL4282	CHEMBL3891427	28.0
CHEMBL4523	CHEMBL1915437	21.0
CHEMBL299	CHEMBL308263	20.0
CHEMBL2971	CHEMBL3330125	8.0
CHEMBL279	CHEMBL3702605	19.0
CHEMBL2959	CHEMBL388978	4.02
CHEMBL1907601	CHEMBL1272010	11.0
CHEMBL4501	CHEMBL3913969	5.9
CHEMBL279	CHEMBL1241484	20.0
CHEMBL2815	CHEMBL3675915	1.65
CHEMBL2147	CHEMBL3651936	1.0
CHEMBL2971	CHEMBL568790	20.0
CHEMBL1936	CHEMBL520718	9.0
CHEMBL4142	CHEMBL3974664	6.457
CHEMBL2431	CHEMBL3701741	1.5
CHEMBL203	CHEMBL3957055	0.69
CHEMBL4282	CHEMBL1098241	6.0
CHEMBL2637	CHEMBL1682021	12.0
CHEMBL4070	CHEMBL3699245	1.53
CHEMBL1936	CHEMBL371889	19.0
CHEMBL1844	CHEMBL4079649	13.2
CHEMBL2959	CHEMBL3973770	30.0
CHEMBL4070	CHEMBL3699252	0.11
CHEMBL2147	CHEMBL3892102	5.91
CHEMBL4282	CHEMBL599448	7.2
CHEMBL279	CHEMBL3403513	6.7
CHEMBL5407	CHEMBL3687509	1.25
CHEMBL203	CHEMBL498133	16.0
CHEMBL5407	CHEMBL3676275	5.0
CHEMBL2276	CHEMBL245733	15.0
CHEMBL1844	CHEMBL4060882	20.0
CHEMBL2815	CHEMBL3678292	3.0
CHEMBL3717	CHEMBL490965	25.0
CHEMBL2971	CHEMBL3890701	0.55
CHEMBL279	CHEMBL3976548	28.0
CHEMBL4523	CHEMBL3962064	0.4
CHEMBL2431	CHEMBL3699757	15.0
CHEMBL1936	CHEMBL4072731	2.4
CHEMBL203	CHEMBL3982710	11.6
CHEMBL2431	CHEMBL3699674	13.0
CHEMBL4523	CHEMBL3651948	3.0
CHEMBL2041	CHEMBL3775557	1.7
CHEMBL3430907	CHEMBL3951333	25.0
CHEMBL4282	CHEMBL3701738	28.0
CHEMBL3973	CHEMBL3978617	17.78
CHEMBL2147	CHEMBL3912741	1.501
CHEMBL2007	CHEMBL3642837	0.73
CHEMBL3650	CHEMBL523745	24.0
CHEMBL3529	CHEMBL3687148	20.0
CHEMBL2148	CHEMBL3665182	0.00188
CHEMBL4282	CHEMBL3968655	16.0
CHEMBL279	CHEMBL424943	10.0
CHEMBL3973	CHEMBL3973531	12.02
CHEMBL2276	CHEMBL211584	4.0
CHEMBL3038477	CHEMBL3918068	10.0
CHEMBL2431	CHEMBL2325983	30.0
CHEMBL2276	CHEMBL2216824	4.7
CHEMBL2185	CHEMBL3680476	1.0
CHEMBL4282	CHEMBL1080893	19.0
CHEMBL279	CHEMBL3980266	8.0
CHEMBL4722	CHEMBL3680464	0.89
CHEMBL2508	CHEMBL3698723	15.9
CHEMBL301	CHEMBL409892	1.6
CHEMBL3629	CHEMBL3699272	15.25
CHEMBL2148	CHEMBL2381976	30.0
CHEMBL3650	CHEMBL3934080	1.585
CHEMBL1907600	CHEMBL388978	4.0
CHEMBL3973	CHEMBL4067871	7.4
CHEMBL2996	CHEMBL2151411	0.1
CHEMBL3973	CHEMBL3949470	6.761
CHEMBL4722	CHEMBL3951876	0.23
CHEMBL3973	CHEMBL3945264	8.913
CHEMBL4247	CHEMBL4091729	29.0
CHEMBL301	CHEMBL3648107	4.0
CHEMBL2185	CHEMBL3685250	0.38
CHEMBL1913	CHEMBL2023493	5.0
CHEMBL1913	CHEMBL4072731	1.0
CHEMBL1907601	CHEMBL373300	13.0
CHEMBL1844	CHEMBL3673438	2.0
CHEMBL2148	CHEMBL3650981	9.7
CHEMBL2147	CHEMBL3983324	3.8
CHEMBL2185	CHEMBL3904942	4.6
CHEMBL4523	CHEMBL3900578	16.71
CHEMBL2276	CHEMBL2204108	30.0
CHEMBL3650	CHEMBL3681271	0.32
CHEMBL279	CHEMBL153843	23.0
CHEMBL1844	CHEMBL1980297	16.0
CHEMBL4523	CHEMBL3691915	2.55
CHEMBL1824	CHEMBL446250	13.0
CHEMBL203	CHEMBL53555	0.77
CHEMBL2147	CHEMBL3264261	8.0
CHEMBL1862	CHEMBL1784640	29.0
CHEMBL2148	CHEMBL3665187	0.4484
CHEMBL308	CHEMBL3648096	4.0
CHEMBL4523	CHEMBL3984361	8.58
CHEMBL203	CHEMBL3218347	1.0
CHEMBL2431	CHEMBL2177385	12.0
CHEMBL279	CHEMBL478629	4.0
CHEMBL5543	CHEMBL3094460	17.0
CHEMBL3920	CHEMBL1086419	1.2
CHEMBL1844	CHEMBL3884319	12.0
CHEMBL3650	CHEMBL3921243	20.89
CHEMBL5407	CHEMBL3394072	9.0
CHEMBL203	CHEMBL77452	9.0
CHEMBL2041	CHEMBL2403366	4.0
CHEMBL3616	CHEMBL262980	10.0
CHEMBL2147	CHEMBL3687499	13.17
CHEMBL2148	CHEMBL3982307	0.55
CHEMBL3650	CHEMBL3976219	6.026
CHEMBL5408	CHEMBL3979474	30.0
CHEMBL2971	CHEMBL3665141	0.1401
CHEMBL4247	CHEMBL2023556	16.0
CHEMBL4247	CHEMBL3823045	1.88
CHEMBL5491	CHEMBL513079	24.0
CHEMBL4282	CHEMBL3701726	2.3
CHEMBL2147	CHEMBL3691913	0.05
CHEMBL1844	CHEMBL3086172	2.4
CHEMBL4142	CHEMBL3964931	15.85
CHEMBL2094127	CHEMBL299756	23.99
CHEMBL2971	CHEMBL1773082	3.0
CHEMBL331	CHEMBL3698675	4.9
CHEMBL2959	CHEMBL3966831	30.0
CHEMBL1844	CHEMBL489881	0.4
CHEMBL203	CHEMBL1630110	18.0
CHEMBL1907601	CHEMBL4115060	1.7
CHEMBL1974	CHEMBL3905686	16.0
CHEMBL2508	CHEMBL3702119	9.8
CHEMBL260	CHEMBL2401994	0.2
CHEMBL1936	CHEMBL3946811	3.38
CHEMBL3973	CHEMBL1852688	13.0
CHEMBL1936	CHEMBL3343366	4.02
CHEMBL1907601	CHEMBL3958430	5.0
CHEMBL5331	CHEMBL3093749	29.0
CHEMBL4722	CHEMBL2170597	8.9
CHEMBL301	CHEMBL411426	2.5
CHEMBL3650	CHEMBL3946674	4.266
CHEMBL3920	CHEMBL467068	20.0
CHEMBL4523	CHEMBL3918188	20.95
CHEMBL4722	CHEMBL472193	22.0
CHEMBL4523	CHEMBL3930939	3.96
CHEMBL2148	CHEMBL3925725	5.0
CHEMBL1936	CHEMBL196363	6.0
CHEMBL1824	CHEMBL1630110	12.0
CHEMBL2148	CHEMBL3896481	0.55
CHEMBL2971	CHEMBL3945964	14.0
CHEMBL5407	CHEMBL3687450	8.75
CHEMBL4501	CHEMBL3675331	0.5
CHEMBL299	CHEMBL295806	30.0
CHEMBL1913	CHEMBL4062877	10.0
CHEMBL2148	CHEMBL3665175	0.004205
CHEMBL3920	CHEMBL1080802	11.0
CHEMBL1936	CHEMBL380703	19.0
CHEMBL2363049	CHEMBL2437471	13.0
CHEMBL5408	CHEMBL3682427	21.0
CHEMBL4247	CHEMBL3218855	0.69
CHEMBL4142	CHEMBL3908829	6.457
CHEMBL3920	CHEMBL471795	14.0
CHEMBL4439	CHEMBL3260898	5.6
CHEMBL203	CHEMBL69966	18.0
CHEMBL258	CHEMBL1873475	2.0
CHEMBL4501	CHEMBL3947888	1.5
CHEMBL308	CHEMBL3648113	7.0
CHEMBL3717	CHEMBL447616	29.0
CHEMBL3529	CHEMBL3650731	30.0
CHEMBL2850	CHEMBL260163	15.0
CHEMBL279	CHEMBL1982466	6.0
CHEMBL4722	CHEMBL3393065	11.0
CHEMBL2147	CHEMBL3952591	9.406
CHEMBL2971	CHEMBL3940537	0.7
CHEMBL2094138	CHEMBL291126	18.5
CHEMBL2148	CHEMBL4096795	1.0
CHEMBL3920	CHEMBL567299	5.0
CHEMBL5407	CHEMBL3691942	1.32
CHEMBL331	CHEMBL3642007	13.0
CHEMBL2363049	CHEMBL2437465	4.72
CHEMBL4722	CHEMBL385013	18.0
CHEMBL4142	CHEMBL3985182	12.88
CHEMBL2147	CHEMBL3895040	2.54
CHEMBL3553	CHEMBL4078773	9.2
CHEMBL1974	CHEMBL3893556	5.0
CHEMBL279	CHEMBL3896004	0.8
CHEMBL301	CHEMBL3648074	8.0
CHEMBL3038477	CHEMBL4109131	10.0
CHEMBL2828	CHEMBL3957543	1.4
CHEMBL4501	CHEMBL3680411	26.0
CHEMBL1974	CHEMBL381207	27.0
CHEMBL2147	CHEMBL3904282	2.0
CHEMBL1844	CHEMBL3115681	10.0
CHEMBL279	CHEMBL3775169	9.5
CHEMBL4722	CHEMBL3680592	2.0
CHEMBL203	CHEMBL1272325	21.0
CHEMBL1955	CHEMBL4069394	9.6
CHEMBL2094128	CHEMBL270897	18.0
CHEMBL3717	CHEMBL1939482	22.0
CHEMBL4501	CHEMBL3675485	9.3
CHEMBL2971	CHEMBL3652392	17.6
CHEMBL1844	CHEMBL3673440	1.0
CHEMBL4937	CHEMBL3986343	13.7
CHEMBL203	CHEMBL403435	18.0
CHEMBL3650	CHEMBL522892	11.0
CHEMBL5570	CHEMBL3660754	6.1
CHEMBL2007	CHEMBL4082724	19.13
CHEMBL2971	CHEMBL3665178	0.2215
CHEMBL4282	CHEMBL376570	25.0
CHEMBL2148	CHEMBL3665138	0.7003
CHEMBL4282	CHEMBL3672073	14.0
CHEMBL5407	CHEMBL3691913	5.44
CHEMBL1862	CHEMBL1242568	4.3
CHEMBL2971	CHEMBL1078767	16.0
CHEMBL1907600	CHEMBL4087174	23.0
CHEMBL4501	CHEMBL3952282	12.0
CHEMBL2148	CHEMBL3665186	0.05674
CHEMBL5407	CHEMBL3394172	11.0
CHEMBL1844	CHEMBL2004290	7.87
CHEMBL2147	CHEMBL3394168	15.0
CHEMBL2147	CHEMBL3660062	0.8
CHEMBL1974	CHEMBL1835747	10.0
CHEMBL1844	CHEMBL3660790	3.9
CHEMBL4282	CHEMBL594072	1.0
CHEMBL2828	CHEMBL3895318	0.5
CHEMBL3038469	CHEMBL4070146	15.0
CHEMBL331	CHEMBL3237445	20.0
CHEMBL4179	CHEMBL451523	3.0
CHEMBL4282	CHEMBL508754	17.0
CHEMBL1868	CHEMBL3639549	13.0
CHEMBL1824	CHEMBL2348418	30.0
CHEMBL3650	CHEMBL3827180	1.5
CHEMBL4523	CHEMBL3937011	1.069
CHEMBL4247	CHEMBL1796254	6.0
CHEMBL3231	CHEMBL1084107	19.0
CHEMBL3038477	CHEMBL3950185	10.0
CHEMBL2147	CHEMBL3394166	17.0
CHEMBL1936	CHEMBL2158225	26.0
CHEMBL1862	CHEMBL1172397	2.3
CHEMBL2695	CHEMBL2151321	17.2
CHEMBL4816	CHEMBL2178597	3.0
CHEMBL3973	CHEMBL3902961	4.677
CHEMBL301	CHEMBL3644034	8.0
CHEMBL1955	CHEMBL525909	3.0
CHEMBL2147	CHEMBL3691939	0.06
CHEMBL2185	CHEMBL3675431	1.9
CHEMBL4722	CHEMBL3680388	0.91
CHEMBL2147	CHEMBL3970766	1.8
CHEMBL4501	CHEMBL3675540	21.0
CHEMBL3973	CHEMBL3921190	9.772
CHEMBL1862	CHEMBL1241678	21.0
CHEMBL308	CHEMBL391437	23.0
CHEMBL1844	CHEMBL4066141	3.0
CHEMBL260	CHEMBL3896872	13.0
CHEMBL1913	CHEMBL2409779	5.9
CHEMBL4630	CHEMBL1643212	17.0
CHEMBL3650	CHEMBL3974206	1.66
CHEMBL2363049	CHEMBL3233788	26.0
CHEMBL2508	CHEMBL3702208	8.0
CHEMBL2828	CHEMBL572006	5.0
CHEMBL4501	CHEMBL593490	7.0
CHEMBL203	CHEMBL2437466	12.5
CHEMBL3650	CHEMBL3950292	15.49
CHEMBL3553	CHEMBL2443139	10.0
CHEMBL2185	CHEMBL2029914	4.0
CHEMBL3920	CHEMBL466654	5.6
CHEMBL258	CHEMBL215863	1.0
CHEMBL5407	CHEMBL3691950	0.36
CHEMBL1991	CHEMBL335949	26.0
CHEMBL2147	CHEMBL3354517	1.0
CHEMBL3920	CHEMBL3916984	2.9
CHEMBL1907601	CHEMBL3237707	2.0
CHEMBL1824	CHEMBL497863	20.0
CHEMBL4501	CHEMBL3675340	30.0
CHEMBL3038477	CHEMBL4107357	10.0
CHEMBL4282	CHEMBL3639709	7.0
CHEMBL2148	CHEMBL3652407	0.132
CHEMBL3616	CHEMBL307708	3.0
CHEMBL1907601	CHEMBL507058	10.0
CHEMBL2431	CHEMBL444136	21.0
CHEMBL1913	CHEMBL521552	30.0
CHEMBL203	CHEMBL3114700	3.0
CHEMBL203	CHEMBL2048794	21.0
CHEMBL4501	CHEMBL3675410	0.8
CHEMBL203	CHEMBL2048903	1.9
CHEMBL2185	CHEMBL2063441	18.0
CHEMBL1974	CHEMBL1684800	1.0
CHEMBL2637	CHEMBL3220497	0.28
CHEMBL3038477	CHEMBL3941199	10.0
CHEMBL4142	CHEMBL4077029	2.73
CHEMBL299	CHEMBL3928191	5.1
CHEMBL2815	CHEMBL3676008	7.4
CHEMBL5543	CHEMBL2386752	11.0
CHEMBL4722	CHEMBL3685306	0.11
CHEMBL1913	CHEMBL3343366	16.3
CHEMBL2147	CHEMBL3651920	1.0
CHEMBL2971	CHEMBL3645111	24.7
CHEMBL2185	CHEMBL3393482	8.0
CHEMBL4142	CHEMBL3950496	5.888
CHEMBL2431	CHEMBL494088	13.0
CHEMBL3234	CHEMBL1242664	5.0
CHEMBL5407	CHEMBL3901582	0.425
CHEMBL203	CHEMBL3676353	15.0
CHEMBL2828	CHEMBL3933511	2.1
CHEMBL2147	CHEMBL3896761	22.1
CHEMBL3973	CHEMBL3906155	17.78
CHEMBL2148	CHEMBL3650997	0.11
CHEMBL1844	CHEMBL3957739	5.0
CHEMBL2971	CHEMBL2181310	17.0
CHEMBL2971	CHEMBL3931093	2.3
CHEMBL2147	CHEMBL3939130	20.07
CHEMBL203	CHEMBL2031296	1.01
CHEMBL1844	CHEMBL3085984	0.8
CHEMBL2842	CHEMBL3701062	3.0
CHEMBL5543	CHEMBL3094436	26.0
CHEMBL2431	CHEMBL1098938	10.0
CHEMBL4142	CHEMBL3681295	10.0
CHEMBL279	CHEMBL2086760	11.0
CHEMBL4247	CHEMBL3823016	4.77
CHEMBL2971	CHEMBL3642409	1.43
CHEMBL299	CHEMBL3982723	1.9
CHEMBL4282	CHEMBL3965271	1.9
CHEMBL2749	CHEMBL204427	27.0
CHEMBL4282	CHEMBL226382	13.0
CHEMBL2971	CHEMBL3962448	0.055
CHEMBL4722	CHEMBL1825095	9.0
CHEMBL4501	CHEMBL3907714	25.0
CHEMBL2971	CHEMBL3642310	15.1
CHEMBL4439	CHEMBL1272128	1.0
CHEMBL4501	CHEMBL3675405	0.66
CHEMBL3038477	CHEMBL3904803	10.0
CHEMBL3650	CHEMBL3966305	1.175
CHEMBL3650	CHEMBL3925306	1.259
CHEMBL4523	CHEMBL3960298	6.871
CHEMBL3553	CHEMBL3942741	11.0
CHEMBL279	CHEMBL509101	4.27
CHEMBL3983	CHEMBL3422069	2.7
CHEMBL5407	CHEMBL2030387	11.0
CHEMBL2147	CHEMBL3950282	3.94
CHEMBL5331	CHEMBL3986139	16.0
CHEMBL3920	CHEMBL567082	4.9
CHEMBL3650	CHEMBL3950262	7.586
CHEMBL2147	CHEMBL3969001	23.8
CHEMBL203	CHEMBL2029434	0.38
CHEMBL3650	CHEMBL3893950	7.244
CHEMBL1824	CHEMBL2048796	1.6
CHEMBL2971	CHEMBL4077886	1.9
CHEMBL3920	CHEMBL3963605	0.84
CHEMBL2276	CHEMBL1682014	4.0
CHEMBL279	CHEMBL191389	14.0
CHEMBL2971	CHEMBL3665179	0.0581
CHEMBL5407	CHEMBL3652009	1.0
CHEMBL2094138	CHEMBL210390	8.0
CHEMBL279	CHEMBL233224	7.0
CHEMBL2147	CHEMBL2035636	3.0
CHEMBL2971	CHEMBL570206	8.0
CHEMBL2147	CHEMBL3660066	0.75
CHEMBL4722	CHEMBL594228	26.0
CHEMBL2094138	CHEMBL388312	15.0
CHEMBL4282	CHEMBL3941283	1.0
CHEMBL4282	CHEMBL3977147	2.2
CHEMBL1974	CHEMBL1784637	7.2
CHEMBL3529	CHEMBL3687160	13.0
CHEMBL2971	CHEMBL3947242	1.8
CHEMBL4523	CHEMBL3906357	0.902
CHEMBL3529	CHEMBL3980158	15.0
CHEMBL279	CHEMBL1289926	0.25
CHEMBL3629	CHEMBL3699258	1.53
CHEMBL4247	CHEMBL3905284	6.2
CHEMBL2147	CHEMBL3981107	9.0
CHEMBL1936	CHEMBL2311806	10.0
CHEMBL2971	CHEMBL3984764	0.055
CHEMBL4070	CHEMBL3699239	0.28
CHEMBL3616	CHEMBL70078	10.0
CHEMBL2148	CHEMBL3650999	0.05
CHEMBL3920	CHEMBL583903	2.3
CHEMBL2971	CHEMBL2062803	0.9
CHEMBL5331	CHEMBL3092800	4.5
CHEMBL1824	CHEMBL403785	19.0
CHEMBL3038477	CHEMBL3932580	10.0
CHEMBL1957	CHEMBL2443026	10.0
CHEMBL2147	CHEMBL3961776	1.25
CHEMBL2148	CHEMBL3651012	0.47
CHEMBL4179	CHEMBL1801376	1.0
CHEMBL2996	CHEMBL2151415	1.0
CHEMBL279	CHEMBL3639549	29.0
CHEMBL4142	CHEMBL3898346	7.586
CHEMBL2208	CHEMBL552339	14.0
CHEMBL2147	CHEMBL3940707	0.181
CHEMBL2971	CHEMBL2062808	1.1
CHEMBL2292	CHEMBL3589661	20.0
CHEMBL4722	CHEMBL3670498	6.3
CHEMBL2147	CHEMBL3652004	1.0
CHEMBL279	CHEMBL1681932	11.0
CHEMBL5407	CHEMBL3639863	3.1
CHEMBL2815	CHEMBL416056	13.0
CHEMBL4523	CHEMBL3687489	2.57
CHEMBL5491	CHEMBL460940	12.0
CHEMBL279	CHEMBL2430254	25.7
CHEMBL4142	CHEMBL3935232	2.57
