CHEMBL2508	CHEMBL3698697	-4.290459
CHEMBL4722	CHEMBL1215284	-7.682482
CHEMBL260	CHEMBL3780219	-4.127134
CHEMBL1844	CHEMBL4071474	-3.401197
CHEMBL1844	CHEMBL2023801	-6.396930
CHEMBL4722	CHEMBL3716391	-5.509388
CHEMBL4282	CHEMBL3699756	-5.010635
CHEMBL3553	CHEMBL3934664	-6.907755
CHEMBL301	CHEMBL260417	-1.609438
CHEMBL5407	CHEMBL2048859	-4.700480
CHEMBL301	CHEMBL488548	-8.999619
CHEMBL203	CHEMBL1645476	-2.302585
CHEMBL2148	CHEMBL3953229	-5.298317
CHEMBL279	CHEMBL147761	-5.298317
CHEMBL2828	CHEMBL3980426	-2.116256
CHEMBL4722	CHEMBL3670434	-6.721426
CHEMBL203	CHEMBL318804	-6.907755
CHEMBL1957	CHEMBL3421970	-3.931826
CHEMBL3038477	CHEMBL3960471	-2.302585
CHEMBL5407	CHEMBL3651991	-1.945910
CHEMBL2276	CHEMBL460815	-4.836282
CHEMBL4282	CHEMBL429576	-6.204558
CHEMBL1862	CHEMBL1173423	-3.433987
CHEMBL2147	CHEMBL3687518	2.525729
CHEMBL2147	CHEMBL44541	-6.946976
CHEMBL1991	CHEMBL254556	-4.867534
CHEMBL2095942	CHEMBL140373	-6.315358
CHEMBL1844	CHEMBL451918	0.356675
CHEMBL4816	CHEMBL1258329	-9.037177
CHEMBL2185	CHEMBL3680388	-0.875469
CHEMBL4722	CHEMBL3675380	-0.693147
CHEMBL2292	CHEMBL3970062	-4.202002
CHEMBL1974	CHEMBL3951360	-8.197203
CHEMBL2094128	CHEMBL567647	-4.941642
CHEMBL299	CHEMBL120069	-8.455318
CHEMBL2358	CHEMBL3960211	-6.907755
CHEMBL301	CHEMBL101468	-7.600902
CHEMBL2147	CHEMBL3629382	-7.352441
CHEMBL2185	CHEMBL485186	-2.251292
CHEMBL5570	CHEMBL3086178	-1.071926
CHEMBL5331	CHEMBL3093646	-5.010635
CHEMBL279	CHEMBL3128222	-7.969012
CHEMBL2148	CHEMBL221038	-9.115700
CHEMBL2971	CHEMBL569957	-1.131402
CHEMBL2363049	CHEMBL3219133	-2.800933
CHEMBL1936	CHEMBL3644445	-5.304796
CHEMBL258	CHEMBL1271642	-6.877296
CHEMBL2276	CHEMBL1950299	-6.291569
CHEMBL1868	CHEMBL381283	-3.610918
CHEMBL3650	CHEMBL3938712	-4.789407
CHEMBL299	CHEMBL3980746	2.040221
CHEMBL2094126	CHEMBL189849	-8.517193
CHEMBL2971	CHEMBL3960523	-3.496508
