CHEMBL3553,2650
CHEMBL2842,8185
CHEMBL1075104,2368
CHEMBL4247,3216
CHEMBL5024,408
CHEMBL2095191,916
CHEMBL3885649,3
CHEMBL2111389,880
CHEMBL3655,360
CHEMBL3038493,5
CHEMBL3987,519
CHEMBL5415,661
CHEMBL5332,327
CHEMBL5364,502
CHEMBL2331061,8
CHEMBL4106134,1
CHEMBL2689,1343
CHEMBL3038467,23
CHEMBL5257,729
CHEMBL3831,1575
CHEMBL5627,868
CHEMBL4519,1
CHEMBL1841,3117
CHEMBL2938,1682
CHEMBL262,5733
CHEMBL5469,1865
CHEMBL5435,271
CHEMBL2095189,473
CHEMBL4574,760
CHEMBL1075215,8
CHEMBL2973,3964
CHEMBL3906,1038
CHEMBL5476,309
CHEMBL2111387,50
CHEMBL6051,3
CHEMBL5052,849
CHEMBL4128,1942
CHEMBL4246,875
CHEMBL5326,1
CHEMBL2116,686
CHEMBL2096980,225
CHEMBL3580528,1
CHEMBL5679,439
CHEMBL3832633,48
CHEMBL3587,2454
CHEMBL5483,729
CHEMBL5467,315
CHEMBL3885553,6
CHEMBL4525,1065
CHEMBL5251,3722
CHEMBL4226,952
CHEMBL4578,2271
CHEMBL4045,1662
CHEMBL4600,1559
CHEMBL6014,1108
CHEMBL2634,1284
CHEMBL5888,673
CHEMBL3038500,6
CHEMBL4364,29
CHEMBL3074,89
CHEMBL5719,765
CHEMBL3711487,6
CHEMBL4577,351
CHEMBL3778,3790
CHEMBL2034796,12
CHEMBL5749,320
CHEMBL5275,338
CHEMBL2094266,246
CHEMBL3885635,1
CHEMBL1163129,86
CHEMBL5486,878
CHEMBL3516,60
CHEMBL3808271,1
CHEMBL2111431,165
CHEMBL2793,1781
CHEMBL5784,857
CHEMBL2835,5368
CHEMBL5284,596
CHEMBL5427,738
CHEMBL2010622,4
CHEMBL2349,1445
CHEMBL3038473,34
CHEMBL2096620,Homo sapiens
CHEMBL1075321,39
CHEMBL3038494,32
CHEMBL2742,2892
CHEMBL4366,28
CHEMBL3045,1738
CHEMBL4766,1411
CHEMBL267,6773
CHEMBL3604,114
CHEMBL2534,2606
CHEMBL5145,4268
CHEMBL5490,73
